SKU,Price,Product_Name,CDW_Part
9PX6K,SKU Not found,Not applicable,Not applicable
9PX8K,SKU Not found,Not applicable,Not applicable
9PX11K,SKU Not found,Not applicable,Not applicable
SU750RTXLCD2U,SKU Not found,Not applicable,Not applicable
SU1000RTXLCD2U,SKU Not found,Not applicable,Not applicable
SU1500RTXLCD2U,"$1,474.99",Tripp Lite UPS 1500VA Smart Online Rackmount LCD USB 2URM Sine Wave,2764813
SU2200RTXLCD2U,"$2,239.99",Tripp Lite UPS 2200VA 1800W Smart Online Rackmount LCD Sine Wave USB DB9,2820541
SU3000RTXLCD3U,"$2,753.99",Tripp Lite UPS 3000VA Smart Online LCD Rackmount USB 3URM RT Sine Wave USB,2930964
SU5000RT4UHV,SKU Not found,Not applicable,Not applicable
SU6000RT4UHV,SKU Not found,Not applicable,Not applicable
SU8000RT3U,SKU Not found,Not applicable,Not applicable
SU10000RT3U,SKU Not found,Not applicable,Not applicable
GXT5-750LVRT2UXL,"$1,339.99",Liebert GXT5 - UPS - 750 Watt - 750 VA - lead acid,5762572
GXT5-1000LVRT2UXL,"$1,467.99",Liebert GXT5 - UPS - 1000 Watt - 1000 VA - lead acid,5805829
GXT5-1500LVRT2UXL,"$1,896.99",Liebert GXT5 - UPS - 1350 Watt - 1500 VA - lead acid,5807384
GXT5-2000LVRT2UXL,"$2,485.99",Liebert GXT5 - UPS - 1800 Watt - 2000 VA - lead acid,5747915
GXT5-3000LVRT2UXLN,SKU Not found,Not applicable,Not applicable
GXT5-5000HVRT5UXLN,"$6,393.99",Liebert GXT5 - UPS - 5000 Watt - 5000 VA,6436900
GXT5-6000MVRT4UXLN,"$8,041.99",Liebert GXT5 - UPS - 6000 Watt - 6000 VA,5835194
GXT5-8000HVRT5UXLN ,SKU Not found,Not applicable,Not applicable
GXT5-10KHVRT5UXLN,SKU Not found,Not applicable,Not applicable
OL1000RTXL2U,SKU Not found,Not applicable,Not applicable
OL1500RTXL2U,SKU Not found,Not applicable,Not applicable
OL2200RTXL2U,SKU Not found,Not applicable,Not applicable
OL3000RTXL2U,SKU Not found,Not applicable,Not applicable
OL5KRTHD,"$6,046.00",CyberPower Smart App Online OL5KRTHD - UPS - 5000 Watt - 5000 VA,5761720
OL6KRTHD,"$6,582.99",CyberPower Smart App Online OL6KRTHD - UPS - 6000 Watt - 6000 VA,5648196
SRTL3KRM1UC,"$5,202.99",APC Smart-UPS Ultra SRTL3KRM1UC - UPS - 3000 Watt - 3000 VA,6879408
9PX1500RT-L,"$3,467.99",Eaton 9PX Lithium-Ion UPS 1500VA 1350W 120V 2U Rack/Tower Network Card Opt.,6522473
9PX2000RT-L,"$6,478.99",Eaton 9PX 9PX3000GRT - UPS - 3000 Watt - 3000 VA,7270165
9PX3000RT-L,"$6,478.99",Eaton 9PX 9PX3000GRT - UPS - 3000 Watt - 3000 VA,7270165
GXT5LI-1500LVRT2UXL,"$3,258.99",Liebert GXT5 - UPS - 1350 Watt - 1500 VA,7049312
GXT5LI-2000LVRT2UXL,"$3,779.99",Liebert GXT5 - UPS - 1800 Watt - 2000 VA,7235582
GXT5LI-3000LVRT2UXL,"$5,718.99",Liebert GXT5 - UPS - 2700 Watt - 3000 VA,7232208
SRT1000XLA,"$1,522.99",APC Smart-UPS SRT 1000VA - UPS - 900 Watt - 1000 VA,4712178
SRT1500XLA,"$2,071.99",APC Smart-UPS SRT 1500VA - UPS - 1.35 kW - 1500 VA,4712184
SRT2200XLA,"$2,564.99",APC Smart-UPS SRT 2200VA - UPS - 1800 Watt - 2200 VA,4299864
SRT2200RMXLI,$512.99,APC Replacement Battery Cartridge #141 - UPS battery - lead acid,5165434
SRT3000RMXLA,SKU Not found,Not applicable,Not applicable
SRT3000RMXLW-IEC,"$5,069.99",APC Smart-UPS SRT 3000VA RM - UPS - 2700 Watt - 3000 VA,4011818
9SX700,"$1,009.99",Eaton 9SX UPS 700VA 630W 120V Network Card Optional Tower UPS Ext. Runtime,5456015
9SX1000,SKU Not found,Not applicable,Not applicable
9SX1500,SKU Not found,Not applicable,Not applicable
9SX2000,SKU Not found,Not applicable,Not applicable
9SX2000G,"$2,275.99",Eaton 9SX UPS 2000VA 1800W 208V Network Card Optional Tower UPS Ext Runtime,6795466
9SX3000,SKU Not found,Not applicable,Not applicable
9SX3000G,SKU Not found,Not applicable,Not applicable
SU750XL,$764.99,Tripp Lite UPS 750VA 600W Smart Online Tower 100V/110V/120V USB DB9 SNMP RT,1055158
SU1000XLCD,"$1,015.99",Tripp Lite UPS 1000VA 900W Smart Online LCD Tower 120V USB DB9 RS232 EPO,3131022
SU1500XLCD,"$1,308.99",Tripp Lite UPS 1500VA 1350W Smart Online LCD Tower 120V USB DB9 SNMP RT,3110751
SU2200XLCD,"$1,816.99",Tripp Lite UPS 2200VA 1800W Smart Online LCD Tower 120V USB DB9 SNMP RT,3110683
SU3000XLCD,"$2,453.99",Tripp Lite UPS 3000VA 2700W Smart Online LCD Tower 120V USB DB9 SNMP RT,3419432
SUINT3000XLCD,"$2,177.99",Tripp Lite UPS SmartOnline 230V 3kVA 2700W On-Line Double-Conversion LCD,4782065
GXT5-750LVRT2UXL,"$1,339.99",Liebert GXT5 - UPS - 750 Watt - 750 VA - lead acid,5762572
GXT5-1000LVRT2UXL,"$1,467.99",Liebert GXT5 - UPS - 1000 Watt - 1000 VA - lead acid,5805829
GXT5-1500LVRT2UXL,"$1,896.99",Liebert GXT5 - UPS - 1350 Watt - 1500 VA - lead acid,5807384
GXT5-2000LVRT2UXL,"$2,485.99",Liebert GXT5 - UPS - 1800 Watt - 2000 VA - lead acid,5747915
GXT5-3000LVRT2UXL,"$4,131.99",Liebert GXT5 - UPS - 2700 Watt - 3000 VA - lead acid,5827183
OL1000RTXL2U,SKU Not found,Not applicable,Not applicable
OL1500RTXL2U,SKU Not found,Not applicable,Not applicable
OL2200RTXL2U,SKU Not found,Not applicable,Not applicable
OL3000RTXL2U,SKU Not found,Not applicable,Not applicable
OL3000RTXL2UHV,"$3,236.99",CyberPower Smart App Online OL3000RTXL2UHVN - UPS - 2.7 kW - 3000 VA,5599132
AP9567,$335.99,APC Basic Rack-Mount PDU - power distribution strip,599923
AP4450,SKU Not found,Not applicable,Not applicable
CR42U11001,"$2,795.99",CyberPower Carbon CR42U11001 rack - 42U,4506613
AP8941,"$1,967.99",Vertiv Switched VP8941 - power distribution unit - 4.9 kW,5298420
AP8841,"$1,085.99",APC Metered Rack PDU - power distribution strip,2166294
EPBZ73,SKU Not found,Not applicable,Not applicable
EATS115,"$1,495.99",Eaton ATS Rack PDU 1U 120V 1.44 kW 2 5-15P Input and 10 5-15R Single-Phase,4007463
EBA110-10,SKU Not found,Not applicable,Not applicable
EMA107-10,SKU Not found,Not applicable,Not applicable
EMI104-10,SKU Not found,Not applicable,Not applicable
PDUV15,SKU Not found,Not applicable,Not applicable
PDUMH15ATNET,$951.99,Tripp Lite PDU Switched ATS 120V 15A 5-15R 8 Outlet 2 5-15P Horizontal 1URM,1227756
PDUMVR30HVNETLX,"$2,109.99",Tripp Lite PDU Switched Outlet Monitoring 208/240V 20 C13 4 C19 LX Platform,4893887
PDUMNV30HV2LX,$944.99,Tripp Lite PDU Monitored 208/240V 36 C13 6 C19 L6-30P 0URM,5467087
AR3100,"$2,459.99",APC NetShelter SX Enclosure with Sides - rack - 42U,922961
AR3150,"$3,099.99",APC NetShelter SX Enclosure with Sides - rack - 42U,922965
RSV4261B,SKU Not found,Not applicable,Not applicable
RSV4281B,SKU Not found,Not applicable,Not applicable
SR42UB,SKU Not found,Not applicable,Not applicable
SR42UBWD,SKU Not found,Not applicable,Not applicable
CR42U11001,"$2,795.99",CyberPower Carbon CR42U11001 rack - 42U,4506613
SMTL1500RM3UC,SKU Not found,Not applicable,Not applicable
5P1550GR-L,SKU Not found,Not applicable,Not applicable
5P1500R-L,"$2,369.99",Eaton 5P UPS 1440VA 1100W 120V 1U Rackmount Lithium-Ion Net Card Optional,5499403
SMART1000RM2UL,"$1,973.99",Tripp Lite UPS SmartPro Lithium Battery Backup - 120V 1kVA 800W Line In,5956488
SMART1500RM2UL,"$2,161.99",Tripp Lite 1500VA 1440W UPS Smart Lithium Ion Sine Wave LCD,5659722
SMART2200RM2UL,"$2,714.99",Tripp Lite 2200VA UPS Smart Lithium Ion LiFePO4 AVR USB 2U,5956492
PSI5-1500RT120LI,"$1,966.99",Liebert PSI5 PSI5-1500RT120LI - UPS - 1350 Watt - 1500 VA,5988338
SRT10KXLTUS,SKU Not found,Not applicable,Not applicable
K41012000000000,"$16,804.99",Eaton 9155 - power array - 9 kW - 10000 VA,2588136
GXT5-10KMVRT6UXLN,"$11,905.99",Liebert GXT5 - UPS - 10000 Watt - 10000 VA,5900880
SURT15KRMXLT-TF5,"$21,259.99",APC Smart-UPS RT 15KVA RM - UPS - 12 kW - 15000 VA - with 208V to 120V Step,1798171
K41512000000000,"$19,192.99",Eaton 9155 - power array - 13.5 kW - 15000 VA,3197781
GXT5-15KMVRT11UXLN,"$19,154.99",Liebert GXT5 - UPS - 15000 Watt - 15000 VA,6145229
AS3C0NCXGNNXLKB,SKU Not found,Not applicable,Not applicable
GVSUPS10KB2FS,SKU Not found,Not applicable,Not applicable
SUVTP10KH1B4S,SKU Not found,Not applicable,Not applicable
E3SUPS10KFBS,SKU Not found,Not applicable,Not applicable
KA1012100000010,SKU Not found,Not applicable,Not applicable
EXS101B0010A0A0,SKU Not found,Not applicable,Not applicable
SUVTP15KF4B4S,SKU Not found,Not applicable,Not applicable
GVSUPS15KB4FS,SKU Not found,Not applicable,Not applicable
E3SUPS15KFBS,SKU Not found,Not applicable,Not applicable
KA1512100000010,"$28,993.99",Eaton 9355 - power array - 15000 VA,2943995
GVSUPS20KB2GS,$224.99,APC Seismic Kit - seismic mounting kit,7085543
E3SUPS20KFBS,SKU Not found,Not applicable,Not applicable
KB2013100000010,"$32,042.99",Eaton 9355 - power array - 20000 VA,3504062
M90-20k10BM,SKU Not found,Not applicable,Not applicable
SUVTR30KF4B5S,SKU Not found,Not applicable,Not applicable
GVSUPS30K0B5FS,"$20,868.99",Schneider Electric Galaxy VS GVSUPS30K0B5FS - UPS - 30 kW - 30000 VA,6288306
E3SUPS30KFBS,SKU Not found,Not applicable,Not applicable
KB3013100000010,"$33,763.99",Eaton 9355 - power array - 30000 VA,2975133
53S30HCER200,SKU Not found,Not applicable,Not applicable
